orgId;orgName;paymentIdentificationinstrId;settlementInfomethod;settlementInfoamount;paymentOrgIdentificationPAYMENT_CODE;paymentOrgIdentificationCUSTOMER_NAME;paymentOrgIdentificationREASON_CODE;paymentOrgIdentificationREASON;paymentOrgIdentificationDEBTOR_TAX_ID;paymentOrgIdentificationAUX_PAYMENT_CODE;paymentOrgIdentificationDEBTOR_NAME;paymentOrgIdentificationAUX_REF_NO_1;paymentOrgIdentificationEXPIRATION_DATE;Status
4798e0ea-eff3-4e6e-9c9a-f9de506ed083;ERGO (ΠΡΩΗΝ ΑΤΕ ΑΣΦΑΛΙΣΤΙΚΗ ΖΩΗΣ);SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;;;;COMPLETED
69d6ffc8-cc65-4130-a172-d2fa16b6cbe8;ΔΕΗ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;;;;COMPLETED
58f02321-441c-4c95-87a2-295092851534;Ε.Υ.Δ.Α.Π.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETE;18.04.2017;;;;;;;;;;;COMPLETED
63ae7011-7a6b-4550-809b-21d2fc813070;11880-ΕΠΑΓΓ ΚΑΤΑΛ VRISKO.GR;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;1,12E+11;;;;;;;;;;;;COMPLETED
10351b87-29cb-4459-95d3-7057685420b1;4LIFE DIRECT;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;;;;COMPLETED
d4f3076a-9089-422c-adf8-992f4625e700;520 BARCODE ΕΛΛΑΣ AE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;1,12E+11;;;;;;;;;;;;COMPLETED
7a9b5908-f745-44dd-acb7-5c53227c749f;ACS ATHENS-ΣΧΟΛ.ΑΜΕΡΙΚ.ΠΑΡΟΙΚ.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;1,12E+11;;;;;;;;;;;;COMPLETED
feb86797-5fe0-4d75-90a4-b97c42e917a0;ACS COURIER;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;1,12E+11;;;;;;;;;;;;COMPLETED
f8d74ddd-9740-43ac-93d1-76a795cddfc0;ACTION AID;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;1,12E+11;;;;;;;;;;;;COMPLETED
e5a36e21-7f38-4e00-9649-11e1d77e9a55;AEGEAN INSURANCE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;1,12E+11;;;;;;;;;;;;COMPLETED
d346bee2-ef85-4419-9258-8946841a9898;AEGEAN SPEEDLINES;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEX;;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLETEXT;SAMPL;;;;;;;;;COMPLETED
a4db6ef6-9fdf-4312-b478-7a0acc38b32c;AGGELIDIS NIKOLAOS ΦΑΡΜΑΚΕΙΟ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;;;;COMPLETED
fcfc9bdc-90f7-4717-b8b1-a54e2a61e480;AIG ΕΛΛΑΣ Α.Ε.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;;;;COMPLETED
3e633e65-91b2-455d-bc31-31ac2a6eaf0a;AIGΑION ΑΣΦΑΛΙΣΤΙΚΗ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;1,12E+11;;;;;;;;;;;;COMPLETED
29c0b329-b303-4551-a2f6-30c36c7bdba8;ALFACARE ΙΑΤΡΙΚΑ ΟΡΘΟΠΕΔΙΚΑ Α.Ε.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;;;;COMPLETED
83786230-faea-40dd-b22b-1768a0983f0d;ALKO SHIPPING;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEX;;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLETEXT;SAMPL;;;;;;;;;COMPLETED
82b96e4d-7e4b-4b38-a18e-9de9fa6f69e5;ALLIANZ ΕΛΛΑΣ Α.Α.Ε.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;;;;COMPLETED
df9a9487-ef94-4438-b357-a69be786ea04;ALPHA INSURANCE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;1,12E+11;;;;;;;;;;;;COMPLETED
f3b42c3f-fe79-449a-a55c-aba228dfe128;ANES FERRIES;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEX;;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLETEXT;SAMPL;;;;;;;;;COMPLETED
b5cf3baf-a15c-4f1e-8d46-3c9329a7ffd6;APEIRON INSURANCE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;;;;COMPLETED
aebd53b8-7f84-4b1d-8004-65f1b33c434a;ARAG HELLAS Α.Α.Ε.Ν.Π.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;;;;COMPLETED
